module,method,uri,name,action
Operations,GET|HEAD,admin/membership/subscriptions-maintenance-summary,membership.subscriptions-maintenance-summary,"App\Http\Controllers\MemberFeeRevenueController@subscriptionsMaintenanceSummary"
Operations,GET|HEAD,admin/membership/subscriptions-maintenance-summary/print,membership.subscriptions-maintenance-summary.print,"App\Http\Controllers\MemberFeeRevenueController@subscriptionsMaintenanceSummaryPrint"
Operations,GET|HEAD,admin/membership/supplementary-card-report,membership.supplementary-card-report,"App\Http\Controllers\MemberFeeRevenueController@supplementaryCardReport"
Operations,GET|HEAD,admin/membership/supplementary-card-report/data,membership.supplementary-card-report.data,"App\Http\Controllers\MemberFeeRevenueController@supplementaryCardReportData"
Operations,GET|HEAD,admin/membership/supplementary-card-report/print,membership.supplementary-card-report.print,"App\Http\Controllers\MemberFeeRevenueController@supplementaryCardReportPrint"
Operations,GET|HEAD,admin/membership/transactions/bulk-migration,membership.transactions.bulk-migration,"App\Http\Controllers\MemberTransactionController@bulkMigration"
Operations,POST,admin/membership/transactions/bulk-store,membership.transactions.bulk-store,"App\Http\Controllers\MemberTransactionController@bulkStore"
Operations,GET|HEAD,admin/membership/transactions/dashboard,membership.transactions.dashboard,"App\Http\Controllers\MemberTransactionController@index"
Operations,GET|HEAD,admin/membership/transactions/manage,membership.transactions.index,"App\Http\Controllers\MemberTransactionController@getAllTransactions"
Operations,GET|HEAD,admin/membership/transactions/member/{memberId},membership.transactions.member,"App\Http\Controllers\MemberTransactionController@getMemberTransactions"
Operations,GET|HEAD,admin/membership/transactions/search,membership.transactions.search,"App\Http\Controllers\MemberTransactionController@searchMembers"
Operations,GET|HEAD,admin/membership/transactions/show/{id},membership.transactions.show,"App\Http\Controllers\MemberTransactionController@show"
Operations,GET|HEAD,admin/membership/trashed,membership.trashed,"App\Http\Controllers\MembershipController@trashed"
Operations,POST,admin/membership/update-status,membership.update-status,"App\Http\Controllers\MembershipController@updateStatus"
Operations,POST,admin/membership/update/{id},membership.update,"App\Http\Controllers\MembershipController@updateMember"
Operations,GET|HEAD,admin/membership/visit/detail,membership.detail,Closure
Operations,DELETE,admin/membership/{id},membership.destroy,"App\Http\Controllers\MembershipController@destroy"
Procurement/Purchase,GET|HEAD,admin/procurement/approval-actions,procurement.approval-actions.index,"App\Http\Controllers\Procurement\ApprovalActionController@index"
Procurement/Purchase,GET|HEAD,admin/procurement/cash-purchases,procurement.cash-purchases.index,"App\Http\Controllers\Procurement\CashPurchaseController@index"
Procurement/Purchase,POST,admin/procurement/cash-purchases,procurement.cash-purchases.store,"App\Http\Controllers\Procurement\CashPurchaseController@store"
Procurement/Purchase,GET|HEAD,admin/procurement/cash-purchases/create,procurement.cash-purchases.create,"App\Http\Controllers\Procurement\CashPurchaseController@create"
Procurement/Purchase,POST,admin/procurement/cash-purchases/{cashPurchase}/approve,procurement.cash-purchases.approve,"App\Http\Controllers\Procurement\CashPurchaseController@approve"
Procurement/Purchase,POST,admin/procurement/cash-purchases/{cashPurchase}/reject,procurement.cash-purchases.reject,"App\Http\Controllers\Procurement\CashPurchaseController@reject"
Procurement/Purchase,POST,admin/procurement/cash-purchases/{cashPurchase}/submit,procurement.cash-purchases.submit,"App\Http\Controllers\Procurement\CashPurchaseController@submit"
Procurement/Purchase,GET|HEAD,admin/procurement/delivery-notes,procurement.delivery-notes.index,"App\Http\Controllers\Procurement\DeliveryNoteController@index"
Procurement/Purchase,POST,admin/procurement/delivery-notes,procurement.delivery-notes.store,"App\Http\Controllers\Procurement\DeliveryNoteController@store"
Procurement/Purchase,GET|HEAD,admin/procurement/delivery-notes/create,procurement.delivery-notes.create,"App\Http\Controllers\Procurement\DeliveryNoteController@create"
Procurement/Purchase,GET|HEAD,admin/procurement/delivery-notes/{inventoryDocument}/print,procurement.delivery-notes.print,"App\Http\Controllers\Procurement\DeliveryNoteController@print"
Procurement/Purchase,GET|HEAD,admin/procurement/goods-receipts,procurement.goods-receipts.index,"App\Http\Controllers\Procurement\GoodsReceiptController@index"
Procurement/Purchase,POST,admin/procurement/goods-receipts,procurement.goods-receipts.store,"App\Http\Controllers\Procurement\GoodsReceiptController@store"
Procurement/Purchase,GET|HEAD,admin/procurement/goods-receipts/create,procurement.goods-receipts.create,"App\Http\Controllers\Procurement\GoodsReceiptController@create"
Procurement/Purchase,POST,admin/procurement/goods-receipts/{goodsReceipt}/accept,procurement.goods-receipts.accept,"App\Http\Controllers\Procurement\GoodsReceiptController@accept"
Procurement/Purchase,GET|HEAD,admin/procurement/goods-receipts/{goodsReceipt}/pdf,procurement.goods-receipts.pdf,"App\Http\Controllers\Procurement\GoodsReceiptController@pdf"
Procurement/Purchase,GET|HEAD,admin/procurement/goods-receipts/{goodsReceipt}/print,procurement.goods-receipts.print,"App\Http\Controllers\Procurement\GoodsReceiptController@print"
Procurement/Purchase,GET|HEAD,admin/procurement/goods-receipts/{goodsReceipt}/view,procurement.goods-receipts.view,"App\Http\Controllers\Procurement\GoodsReceiptController@view"
Procurement/Purchase,GET|HEAD,admin/procurement/insights/discrepancies,procurement.insights.discrepancies,"App\Http\Controllers\Procurement\ProcurementInsightsController@discrepancies"
Procurement/Purchase,GET|HEAD,admin/procurement/payment-run,procurement.payment-run.index,"App\Http\Controllers\Procurement\ProcurementInsightsController@paymentRun"
Procurement/Purchase,POST,admin/procurement/payment-run,procurement.payment-run.execute,"App\Http\Controllers\Procurement\ProcurementInsightsController@executePaymentRun"
Procurement/Purchase,GET|HEAD,admin/procurement/policy,procurement.policy.show,"App\Http\Controllers\Procurement\ProcurementPolicyController@show"
Procurement/Purchase,POST,admin/procurement/policy,procurement.policy.update,"App\Http\Controllers\Procurement\ProcurementPolicyController@update"
Procurement/Purchase,GET|HEAD,admin/procurement/purchase-orders,procurement.purchase-orders.index,"App\Http\Controllers\Procurement\PurchaseOrderController@index"
Procurement/Purchase,POST,admin/procurement/purchase-orders,procurement.purchase-orders.store,"App\Http\Controllers\Procurement\PurchaseOrderController@store"
Procurement/Purchase,GET|HEAD,admin/procurement/purchase-orders/create,procurement.purchase-orders.create,"App\Http\Controllers\Procurement\PurchaseOrderController@create"
Procurement/Purchase,POST,admin/procurement/purchase-orders/{purchaseOrder}/amend,procurement.purchase-orders.amend,"App\Http\Controllers\Procurement\PurchaseOrderController@amend"
Procurement/Purchase,POST,admin/procurement/purchase-orders/{purchaseOrder}/approve,procurement.purchase-orders.approve,"App\Http\Controllers\Procurement\PurchaseOrderController@approve"
Procurement/Purchase,GET|HEAD,admin/procurement/purchase-orders/{purchaseOrder}/pdf,procurement.purchase-orders.pdf,"App\Http\Controllers\Procurement\PurchaseOrderController@pdf"
Procurement/Purchase,GET|HEAD,admin/procurement/purchase-orders/{purchaseOrder}/print,procurement.purchase-orders.print,"App\Http\Controllers\Procurement\PurchaseOrderController@print"
Procurement/Purchase,POST,admin/procurement/purchase-orders/{purchaseOrder}/reject,procurement.purchase-orders.reject,"App\Http\Controllers\Procurement\PurchaseOrderController@reject"
Procurement/Purchase,GET|HEAD,admin/procurement/purchase-orders/{purchaseOrder}/revisions,procurement.purchase-orders.revisions,"App\Http\Controllers\Procurement\PurchaseOrderController@revisions"
Procurement/Purchase,POST,admin/procurement/purchase-orders/{purchaseOrder}/submit,procurement.purchase-orders.submit,"App\Http\Controllers\Procurement\PurchaseOrderController@submit"
Procurement/Purchase,GET|HEAD,admin/procurement/purchase-orders/{purchaseOrder}/view,procurement.purchase-orders.view,"App\Http\Controllers\Procurement\PurchaseOrderController@view"
Procurement/Purchase,GET|HEAD,admin/procurement/purchase-requisitions,procurement.purchase-requisitions.index,"App\Http\Controllers\Procurement\PurchaseRequisitionController@index"
Procurement/Purchase,POST,admin/procurement/purchase-requisitions,procurement.purchase-requisitions.store,"App\Http\Controllers\Procurement\PurchaseRequisitionController@store"
Procurement/Purchase,GET|HEAD,admin/procurement/purchase-requisitions/create,procurement.purchase-requisitions.create,"App\Http\Controllers\Procurement\PurchaseRequisitionController@create"
Procurement/Purchase,POST,admin/procurement/purchase-requisitions/{purchaseRequisition}/approve,procurement.purchase-requisitions.approve,"App\Http\Controllers\Procurement\PurchaseRequisitionController@approve"
Procurement/Purchase,POST,admin/procurement/purchase-requisitions/{purchaseRequisition}/convert-to-po,procurement.purchase-requisitions.convert-to-po,"App\Http\Controllers\Procurement\PurchaseRequisitionController@convertToPo"
Procurement/Purchase,POST,admin/procurement/purchase-requisitions/{purchaseRequisition}/reject,procurement.purchase-requisitions.reject,"App\Http\Controllers\Procurement\PurchaseRequisitionController@reject"
Procurement/Purchase,POST,admin/procurement/purchase-requisitions/{purchaseRequisition}/submit,procurement.purchase-requisitions.submit,"App\Http\Controllers\Procurement\PurchaseRequisitionController@submit"
Procurement/Purchase,GET|HEAD,admin/procurement/purchase-returns,procurement.purchase-returns.index,"App\Http\Controllers\Procurement\PurchaseReturnController@index"
Procurement/Purchase,POST,admin/procurement/purchase-returns,procurement.purchase-returns.store,"App\Http\Controllers\Procurement\PurchaseReturnController@store"
Procurement/Purchase,GET|HEAD,admin/procurement/purchase-returns/create,procurement.purchase-returns.create,"App\Http\Controllers\Procurement\PurchaseReturnController@create"
Procurement/Purchase,GET|HEAD,admin/procurement/purchase-returns/source/grn/{goodsReceipt},procurement.purchase-returns.source.grn,"App\Http\Controllers\Procurement\PurchaseReturnController@sourceFromGrn"
Procurement/Purchase,POST,admin/procurement/purchase-returns/{purchaseReturn}/approve,procurement.purchase-returns.approve,"App\Http\Controllers\Procurement\PurchaseReturnController@approve"
Procurement/Purchase,POST,admin/procurement/purchase-returns/{purchaseReturn}/reject,procurement.purchase-returns.reject,"App\Http\Controllers\Procurement\PurchaseReturnController@reject"
Procurement/Purchase,POST,admin/procurement/purchase-returns/{purchaseReturn}/submit,procurement.purchase-returns.submit,"App\Http\Controllers\Procurement\PurchaseReturnController@submit"
Procurement/Purchase,GET|HEAD,admin/procurement/supplier-advances,procurement.supplier-advances.index,"App\Http\Controllers\Procurement\SupplierAdvanceController@index"
Procurement/Purchase,POST,admin/procurement/supplier-advances,procurement.supplier-advances.store,"App\Http\Controllers\Procurement\SupplierAdvanceController@store"
Procurement/Purchase,POST,admin/procurement/supplier-advances/{supplierAdvance}/apply,procurement.supplier-advances.apply,"App\Http\Controllers\Procurement\SupplierAdvanceController@apply"
Procurement/Purchase,POST,admin/procurement/supplier-advances/{supplierAdvance}/approve,procurement.supplier-advances.approve,"App\Http\Controllers\Procurement\SupplierAdvanceController@approve"
Procurement/Purchase,POST,admin/procurement/supplier-advances/{supplierAdvance}/reject,procurement.supplier-advances.reject,"App\Http\Controllers\Procurement\SupplierAdvanceController@reject"
Procurement/Purchase,POST,admin/procurement/supplier-advances/{supplierAdvance}/submit,procurement.supplier-advances.submit,"App\Http\Controllers\Procurement\SupplierAdvanceController@submit"
Procurement/Purchase,GET|HEAD,admin/procurement/vendor-bills,procurement.vendor-bills.index,"App\Http\Controllers\Procurement\VendorBillController@index"
Procurement/Purchase,POST,admin/procurement/vendor-bills,procurement.vendor-bills.store,"App\Http\Controllers\Procurement\VendorBillController@store"
Procurement/Purchase,GET|HEAD,admin/procurement/vendor-bills/create,procurement.vendor-bills.create,"App\Http\Controllers\Procurement\VendorBillController@create"
Procurement/Purchase,PUT,admin/procurement/vendor-bills/{vendorBill},procurement.vendor-bills.update,"App\Http\Controllers\Procurement\VendorBillController@update"
Procurement/Purchase,POST,admin/procurement/vendor-bills/{vendorBill}/approve,procurement.vendor-bills.approve,"App\Http\Controllers\Procurement\VendorBillController@approve"
Procurement/Purchase,GET|HEAD,admin/procurement/vendor-bills/{vendorBill}/edit,procurement.vendor-bills.edit,"App\Http\Controllers\Procurement\VendorBillController@edit"
Procurement/Purchase,POST,admin/procurement/vendor-bills/{vendorBill}/reject,procurement.vendor-bills.reject,"App\Http\Controllers\Procurement\VendorBillController@reject"
Procurement/Purchase,POST,admin/procurement/vendor-bills/{vendorBill}/submit,procurement.vendor-bills.submit,"App\Http\Controllers\Procurement\VendorBillController@submit"
Procurement/Purchase,GET|HEAD,admin/procurement/vendor-payments,procurement.vendor-payments.index,"App\Http\Controllers\Procurement\VendorPaymentController@index"
Procurement/Purchase,POST,admin/procurement/vendor-payments,procurement.vendor-payments.store,"App\Http\Controllers\Procurement\VendorPaymentController@store"
Procurement/Purchase,GET|HEAD,admin/procurement/vendor-payments/create,procurement.vendor-payments.create,"App\Http\Controllers\Procurement\VendorPaymentController@create"
Procurement/Purchase,PUT,admin/procurement/vendor-payments/{vendorPayment},procurement.vendor-payments.update,"App\Http\Controllers\Procurement\VendorPaymentController@update"
Procurement/Purchase,POST,admin/procurement/vendor-payments/{vendorPayment}/approve,procurement.vendor-payments.approve,"App\Http\Controllers\Procurement\VendorPaymentController@approve"
Procurement/Purchase,GET|HEAD,admin/procurement/vendor-payments/{vendorPayment}/edit,procurement.vendor-payments.edit,"App\Http\Controllers\Procurement\VendorPaymentController@edit"
Procurement/Purchase,POST,admin/procurement/vendor-payments/{vendorPayment}/reject,procurement.vendor-payments.reject,"App\Http\Controllers\Procurement\VendorPaymentController@reject"
Procurement/Purchase,POST,admin/procurement/vendor-payments/{vendorPayment}/submit,procurement.vendor-payments.submit,"App\Http\Controllers\Procurement\VendorPaymentController@submit"
Procurement/Purchase,GET|HEAD,admin/procurement/vendors,procurement.vendors.index,"App\Http\Controllers\Procurement\VendorController@index"
Procurement/Purchase,POST,admin/procurement/vendors,procurement.vendors.store,"App\Http\Controllers\Procurement\VendorController@store"
Procurement/Purchase,GET|HEAD,admin/procurement/vendors/{vendor},procurement.vendors.show,"App\Http\Controllers\Procurement\VendorController@show"
Procurement/Purchase,PUT,admin/procurement/vendors/{vendor},procurement.vendors.update,"App\Http\Controllers\Procurement\VendorController@update"
Procurement/Purchase,DELETE,admin/procurement/vendors/{vendor},procurement.vendors.destroy,"App\Http\Controllers\Procurement\VendorController@destroy"
Operations,GET|HEAD,admin/reports/pos/all,admin.reports.pos.all,"App\Http\Controllers\AdminPosReportController@index"
Operations,GET|HEAD,admin/reports/pos/closing-sales,admin.reports.pos.closing-sales,"App\Http\Controllers\AdminPosReportController@closingSales"
Operations,GET|HEAD,admin/reports/pos/daily-dump-items-report,admin.reports.pos.daily-dump-items-report,"App\Http\Controllers\AdminPosReportController@dailyDumpItemsReport"
Operations,GET|HEAD,admin/reports/pos/daily-dump-items-report/print,admin.reports.pos.daily-dump-items-report.print,"App\Http\Controllers\AdminPosReportController@dailyDumpItemsReportPrint"
Operations,GET|HEAD,admin/reports/pos/daily-sales-list-cashier-wise,admin.reports.pos.daily-sales-list-cashier-wise,"App\Http\Controllers\AdminPosReportController@dailySalesListCashierWise"
Operations,GET|HEAD,admin/reports/pos/daily-sales-list-cashier-wise/print,admin.reports.pos.daily-sales-list-cashier-wise.print,"App\Http\Controllers\AdminPosReportController@dailySalesListCashierWisePrint"
Operations,GET|HEAD,admin/reports/pos/dish-breakdown-price,admin.reports.pos.dish-breakdown-price,"App\Http\Controllers\AdminPosReportController@dishBreakdownPrice"
Operations,GET|HEAD,admin/reports/pos/dish-breakdown-quantity,admin.reports.pos.dish-breakdown-quantity,"App\Http\Controllers\AdminPosReportController@dishBreakdownQuantity"
Operations,GET|HEAD,admin/reports/pos/graphical,admin.reports.pos.graphical,"App\Http\Controllers\AdminPosReportController@graphical"
Operations,GET|HEAD,admin/reports/pos/monthly-employee-food-bills,admin.reports.pos.monthly-employee-food-bills,"App\Http\Controllers\AdminPosReportController@monthlyEmployeeFoodBills"
Operations,GET|HEAD,admin/reports/pos/restaurant-wise,admin.reports.pos.restaurant-wise,"App\Http\Controllers\AdminPosReportController@restaurantWise"
Operations,GET|HEAD,admin/reports/pos/restaurant-wise/print,admin.reports.pos.restaurant-wise.print,"App\Http\Controllers\AdminPosReportController@restaurantWisePrint"
Operations,GET|HEAD,admin/reports/pos/running-sales-orders,admin.reports.pos.running-sales-orders,"App\Http\Controllers\AdminPosReportController@runningSalesOrders"
Operations,GET|HEAD,admin/reports/pos/running-sales-orders/print,admin.reports.pos.running-sales-orders.print,"App\Http\Controllers\AdminPosReportController@runningSalesOrdersPrint"
Operations,GET|HEAD,admin/reports/pos/sales-summary-with-items,admin.reports.pos.sales-summary-with-items,"App\Http\Controllers\AdminPosReportController@salesSummaryWithItems"
Operations,GET|HEAD,admin/reports/pos/sales-summary-with-items/print,admin.reports.pos.sales-summary-with-items.print,"App\Http\Controllers\AdminPosReportController@salesSummaryWithItemsPrint"
Operations,GET|HEAD,admin/reports/pos/single/{tenantId},admin.reports.pos.single,"App\Http\Controllers\AdminPosReportController@singleRestaurant"
Operations,GET|HEAD,admin/reports/pos/single/{tenantId}/print,admin.reports.pos.single.print,"App\Http\Controllers\AdminPosReportController@printSingle"
Operations,POST,api/attendances/all/report,api.attendances.all.report,"App\Http\Controllers\AttendanceController@allEmployeesReport"
Operations,GET|HEAD,api/attendances/leaves/reports/monthly,api.attendances.leaves.reports.monthly,"App\Http\Controllers\LeaveApplicationController@leaveReportMonthly"
Operations,GET|HEAD,api/attendances/leaves/reports/monthly/export,api.attendances.leaves.reports.monthly.export,"App\Http\Controllers\LeaveApplicationController@exportMonthlyReport"
Operations,GET|HEAD,api/attendances/profile/report/{employeeId},api.attendances.profile.report,"App\Http\Controllers\AttendanceController@profileReport"
Operations,GET|HEAD,api/attendances/reports,api.attendances.reports,"App\Http\Controllers\AttendanceController@attendanceReport"
Operations,GET|HEAD,api/attendances/reports/export,api.attendances.reports.export,"App\Http\Controllers\AttendanceController@exportAttendanceReport"
Operations,GET|HEAD,api/employees/leaves/reports,api.leave-reports,"App\Http\Controllers\LeaveApplicationController@leaveReport"
Operations,GET|HEAD,api/employees/leaves/reports/export,api.leave-reports.export,"App\Http\Controllers\LeaveApplicationController@exportLeaveReport"
Operations,GET|HEAD,api/payroll/reports/detailed/{periodId},api.payroll.reports.detailed,"App\Http\Controllers\PayrollApiController@getDetailedReport"
Operations,GET|HEAD,api/payroll/reports/employee/{employeeId},api.payroll.reports.employee,"App\Http\Controllers\PayrollApiController@getEmployeePayrollHistory"
Operations,GET|HEAD,api/payroll/reports/summary/{periodId},api.payroll.reports.summary,"App\Http\Controllers\PayrollApiController@getSummaryReport"
Operations,GET|HEAD,booking-management/events/reports,events.reports,"App\Http\Controllers\EventReportController@index"
Operations,GET|HEAD,booking-management/events/reports/addons,events.reports.addons,"App\Http\Controllers\EventReportController@addOns"
Operations,GET|HEAD,booking-management/events/reports/addons/export,events.reports.addons.export,"App\Http\Controllers\EventReportController@addOnsExport"
Operations,GET|HEAD,booking-management/events/reports/addons/print,events.reports.addons.print,"App\Http\Controllers\EventReportController@addOnsPrint"
Operations,GET|HEAD,booking-management/events/reports/booking,events.reports.booking,"App\Http\Controllers\EventReportController@booking"
Operations,GET|HEAD,booking-management/events/reports/booking/export,events.reports.booking.export,"App\Http\Controllers\EventReportController@bookingExport"
Operations,GET|HEAD,booking-management/events/reports/booking/print,events.reports.booking.print,"App\Http\Controllers\EventReportController@bookingPrint"
Operations,GET|HEAD,booking-management/events/reports/cancelled,events.reports.cancelled,"App\Http\Controllers\EventReportController@cancelled"
Operations,GET|HEAD,booking-management/events/reports/cancelled/export,events.reports.cancelled.export,"App\Http\Controllers\EventReportController@cancelledExport"
Operations,GET|HEAD,booking-management/events/reports/cancelled/print,events.reports.cancelled.print,"App\Http\Controllers\EventReportController@cancelledPrint"
Operations,GET|HEAD,booking-management/events/reports/complementary,events.reports.complementary,"App\Http\Controllers\EventReportController@complementary"
Operations,GET|HEAD,booking-management/events/reports/complementary/export,events.reports.complementary.export,"App\Http\Controllers\EventReportController@complementaryExport"
Operations,GET|HEAD,booking-management/events/reports/complementary/print,events.reports.complementary.print,"App\Http\Controllers\EventReportController@complementaryPrint"
Operations,GET|HEAD,booking-management/events/reports/completed,events.reports.completed,"App\Http\Controllers\EventReportController@completed"
Operations,GET|HEAD,booking-management/events/reports/completed/export,events.reports.completed.export,"App\Http\Controllers\EventReportController@completedExport"
Operations,GET|HEAD,booking-management/events/reports/completed/print,events.reports.completed.print,"App\Http\Controllers\EventReportController@completedPrint"
Operations,GET|HEAD,booking-management/events/reports/day-wise,events.reports.day-wise,"App\Http\Controllers\EventReportController@dayWise"
Operations,GET|HEAD,booking-management/events/reports/day-wise/export,events.reports.day-wise.export,"App\Http\Controllers\EventReportController@dayWiseExport"
Operations,GET|HEAD,booking-management/events/reports/day-wise/print,events.reports.day-wise.print,"App\Http\Controllers\EventReportController@dayWisePrint"
Operations,GET|HEAD,booking-management/events/reports/menu-wise,events.reports.menu-wise,"App\Http\Controllers\EventReportController@menuWise"
Operations,GET|HEAD,booking-management/events/reports/menu-wise/export,events.reports.menu-wise.export,"App\Http\Controllers\EventReportController@menuWiseExport"
Operations,GET|HEAD,booking-management/events/reports/menu-wise/print,events.reports.menu-wise.print,"App\Http\Controllers\EventReportController@menuWisePrint"
Operations,GET|HEAD,booking-management/events/reports/payment-history,events.reports.payment-history,"App\Http\Controllers\EventReportController@paymentHistory"
Operations,GET|HEAD,booking-management/events/reports/payment-history/export,events.reports.payment-history.export,"App\Http\Controllers\EventReportController@paymentHistoryExport"
Operations,GET|HEAD,booking-management/events/reports/payment-history/print,events.reports.payment-history.print,"App\Http\Controllers\EventReportController@paymentHistoryPrint"
Operations,GET|HEAD,booking-management/events/reports/venue-wise,events.reports.venue-wise,"App\Http\Controllers\EventReportController@venueWise"
Operations,GET|HEAD,booking-management/events/reports/venue-wise/export,events.reports.venue-wise.export,"App\Http\Controllers\EventReportController@venueWiseExport"
Operations,GET|HEAD,booking-management/events/reports/venue-wise/print,events.reports.venue-wise.print,"App\Http\Controllers\EventReportController@venueWisePrint"
Operations,GET|HEAD,booking-management/rooms/reports,rooms.reports,"App\Http\Controllers\RoomReportController@index"
Operations,GET|HEAD,booking-management/rooms/reports/booking,rooms.reports.booking,"App\Http\Controllers\RoomReportController@booking"
Operations,GET|HEAD,booking-management/rooms/reports/booking/export,rooms.reports.booking.export,"App\Http\Controllers\RoomReportController@bookingExport"
Operations,GET|HEAD,booking-management/rooms/reports/booking/print,rooms.reports.booking.print,"App\Http\Controllers\RoomReportController@bookingPrint"
Operations,GET|HEAD,booking-management/rooms/reports/cancelled,rooms.reports.cancelled,"App\Http\Controllers\RoomReportController@cancelled"
Operations,GET|HEAD,booking-management/rooms/reports/cancelled/export,rooms.reports.cancelled.export,"App\Http\Controllers\RoomReportController@cancelledExport"
Operations,GET|HEAD,booking-management/rooms/reports/cancelled/print,rooms.reports.cancelled.print,"App\Http\Controllers\RoomReportController@cancelledPrint"
Operations,GET|HEAD,booking-management/rooms/reports/check-in,rooms.reports.check-in,"App\Http\Controllers\RoomReportController@checkIn"
Operations,GET|HEAD,booking-management/rooms/reports/check-in/export,rooms.reports.check-in.export,"App\Http\Controllers\RoomReportController@checkInExport"
Operations,GET|HEAD,booking-management/rooms/reports/check-in/print,rooms.reports.check-in.print,"App\Http\Controllers\RoomReportController@checkInPrint"
Operations,GET|HEAD,booking-management/rooms/reports/check-out,rooms.reports.check-out,"App\Http\Controllers\RoomReportController@checkOut"
Operations,GET|HEAD,booking-management/rooms/reports/check-out/export,rooms.reports.check-out.export,"App\Http\Controllers\RoomReportController@checkOutExport"
Operations,GET|HEAD,booking-management/rooms/reports/check-out/print,rooms.reports.check-out.print,"App\Http\Controllers\RoomReportController@checkOutPrint"
Operations,GET|HEAD,booking-management/rooms/reports/complementary,rooms.reports.complementary,"App\Http\Controllers\RoomReportController@complementary"
Operations,GET|HEAD,booking-management/rooms/reports/complementary/export,rooms.reports.complementary.export,"App\Http\Controllers\RoomReportController@complementaryExport"
Operations,GET|HEAD,booking-management/rooms/reports/complementary/print,rooms.reports.complementary.print,"App\Http\Controllers\RoomReportController@complementaryPrint"
Operations,GET|HEAD,booking-management/rooms/reports/day-wise,rooms.reports.day-wise,"App\Http\Controllers\RoomReportController@dayWise"
Operations,GET|HEAD,booking-management/rooms/reports/day-wise/export,rooms.reports.day-wise.export,"App\Http\Controllers\RoomReportController@dayWiseExport"
Operations,GET|HEAD,booking-management/rooms/reports/day-wise/print,rooms.reports.day-wise.print,"App\Http\Controllers\RoomReportController@dayWisePrint"
Operations,GET|HEAD,booking-management/rooms/reports/member-wise,rooms.reports.member-wise,"App\Http\Controllers\RoomReportController@memberWise"
Operations,GET|HEAD,booking-management/rooms/reports/member-wise/export,rooms.reports.member-wise.export,"App\Http\Controllers\RoomReportController@memberWiseExport"
Operations,GET|HEAD,booking-management/rooms/reports/member-wise/print,rooms.reports.member-wise.print,"App\Http\Controllers\RoomReportController@memberWisePrint"
Operations,GET|HEAD,booking-management/rooms/reports/mini-bar,rooms.reports.mini-bar,"App\Http\Controllers\RoomReportController@miniBar"
Operations,GET|HEAD,booking-management/rooms/reports/mini-bar/export,rooms.reports.mini-bar.export,"App\Http\Controllers\RoomReportController@miniBarExport"
Operations,GET|HEAD,booking-management/rooms/reports/mini-bar/print,rooms.reports.mini-bar.print,"App\Http\Controllers\RoomReportController@miniBarPrint"
Operations,GET|HEAD,booking-management/rooms/reports/payment-history,rooms.reports.payment-history,"App\Http\Controllers\RoomReportController@paymentHistory"
Operations,GET|HEAD,booking-management/rooms/reports/payment-history/export,rooms.reports.payment-history.export,"App\Http\Controllers\RoomReportController@paymentHistoryExport"
Operations,GET|HEAD,booking-management/rooms/reports/payment-history/print,rooms.reports.payment-history.print,"App\Http\Controllers\RoomReportController@paymentHistoryPrint"
Operations,GET|HEAD,booking-management/rooms/reports/receivables,rooms.reports.receivables,"App\Http\Controllers\RoomReportController@receivables"
Operations,GET|HEAD,employee/monthly/attendance/report,employee.monthlyreport,Closure
